unix_timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1787547019.843154,-0.01673,0.0231,-0.98118,0.0243,0.01503,0.51109
1787547019.958192,0.00438,0.0339,-0.9943,0.00538,-0.00342,0.53418
1787547020.1588814,-0.01486,-0.02855,-0.99688,0.00594,0.00518,0.50494
1787547020.160881,-0.01429,-0.02072,-0.99925,-0.01375,-0.00284,0.53046
1787547020.362861,-0.01555,0.04294,-0.99364,0.00903,-0.00464,0.49792
1787547020.3658617,-0.01377,0.03783,-0.99664,0.00484,-0.02163,0.54077
1787547020.4552925,-0.02353,0.00978,-0.99151,0.00028,-0.00729,0.54965
1787547020.5809968,0.00545,0.06021,-0.99472,4e-05,0.00538,0.04946
1787547020.7689154,-0.01248,0.01346,-0.99416,0.00318,0.0061,0.00046
1787547020.8649697,-0.01709,0.00654,-0.99602,0.00263,0.0027,0.0055
1787547020.9734795,-0.01685,0.00821,-0.99557,0.00335,0.00393,0.00443
